kind,en,it,source
genus,Bronze Bell,Squibronzo,pokeapi:pokemon_species_names.csv
genus,Brutal,Brutale,pokeapi:pokemon_species_names.csv
genus,Brutal Star,Stellatroce,pokeapi:pokemon_species_names.csv
genus,Bubble Frog,Schiumorana,pokeapi:pokemon_species_names.csv
genus,Bubble Jet,Bollajet,pokeapi:pokemon_species_names.csv
genus,Bud,Germoglio,pokeapi:pokemon_species_names.csv
genus,Bug Catcher,Insettivoro,pokeapi:pokemon_species_names.csv
genus,Bugle Beak,Trombecco,pokeapi:pokemon_species_names.csv
genus,Bulb,Radice,pokeapi:pokemon_species_names.csv
genus,Bulk Up,Granfisico,pokeapi:pokemon_species_names.csv
genus,Butterfly,Farfalla,pokeapi:pokemon_species_names.csv
genus,Cactus,Cactus,pokeapi:pokemon_species_names.csv
genus,Calm,Calma,pokeapi:pokemon_species_names.csv
genus,Candle,Candela,pokeapi:pokemon_species_names.csv
genus,Cannon,Cannone,pokeapi:pokemon_species_names.csv
genus,Carefree,Spensierato,pokeapi:pokemon_species_names.csv
genus,Caretaker,Sostegno,pokeapi:pokemon_species_names.csv
genus,Caring,Assistenza,pokeapi:pokemon_species_names.csv
genus,Cat Ferret,Furogatto,pokeapi:pokemon_species_names.csv
genus,Catty,Felide,pokeapi:pokemon_species_names.csv
genus,Cavalry,Cavaliere,pokeapi:pokemon_species_names.csv
genus,Cave,Grotta,pokeapi:pokemon_species_names.csv
genus,Cavern,Caverna,pokeapi:pokemon_species_names.csv
genus,Cell,Cellula,pokeapi:pokemon_species_names.csv
genus,Centipede,Centipede,pokeapi:pokemon_species_names.csv
genus,Cerebral,Cervello,pokeapi:pokemon_species_names.csv
genus,Cheeky,Guancepiene,pokeapi:pokemon_species_names.csv
genus,Cheering,Incitamento,pokeapi:pokemon_species_names.csv
genus,Cherry,Ciliegia,pokeapi:pokemon_species_names.csv
genus,Chick,Pulcino,pokeapi:pokemon_species_names.csv
genus,Chill,Freddo,pokeapi:pokemon_species_names.csv
genus,Chimp,Scimpanzé,pokeapi:pokemon_species_names.csv
genus,Chinchilla,Cincillà,pokeapi:pokemon_species_names.csv
genus,Clamping,Addentatore,pokeapi:pokemon_species_names.csv
genus,Clap,Rotolante,pokeapi:pokemon_species_names.csv
genus,Classy Cat,Nobilgatto,pokeapi:pokemon_species_names.csv
genus,Clay Doll,Argilla,pokeapi:pokemon_species_names.csv
genus,Clear Wing,Alachiara,pokeapi:pokemon_species_names.csv
genus,Coal,Carbone,pokeapi:pokemon_species_names.csv
genus,Cobra,Cobra,pokeapi:pokemon_species_names.csv
genus,Coconut,Nocecocco,pokeapi:pokemon_species_names.csv
genus,Cocoon,Bozzolo,pokeapi:pokemon_species_names.csv
genus,Coffin,Bara,pokeapi:pokemon_species_names.csv
genus,Collective,Aggregato,pokeapi:pokemon_species_names.csv
genus,Color Swap,Mutacolore,pokeapi:pokemon_species_names.csv
genus,Colossal,Colossale,pokeapi:pokemon_species_names.csv
genus,Colt,Puledro,pokeapi:pokemon_species_names.csv
genus,Comedian,Comico,pokeapi:pokemon_species_names.csv
genus,Compass,Bussola,pokeapi:pokemon_species_names.csv
genus,Compressed,Pressionalta,pokeapi:pokemon_species_names.csv
genus,Constraint,Temperanza,pokeapi:pokemon_species_names.csv
genus,Continent,Continente,pokeapi:pokemon_species_names.csv
genus,Copperderm,Bronzofante,pokeapi:pokemon_species_names.csv
genus,Coral,Corallo,pokeapi:pokemon_species_names.csv
genus,Cotton Bird,Alidicotone,pokeapi:pokemon_species_names.csv
genus,Cotton Bloom,Cotofronzolo,pokeapi:pokemon_species_names.csv
genus,Cotton Candy,Zuccherino,pokeapi:pokemon_species_names.csv
genus,Cotton Puff,Cotonpalla,pokeapi:pokemon_species_names.csv
genus,Cottonweed,Gramigna,pokeapi:pokemon_species_names.csv
genus,Courting,Cercamore,pokeapi:pokemon_species_names.csv
genus,Cream,Pannafresca,pokeapi:pokemon_species_names.csv
genus,Cricket,Grillo,pokeapi:pokemon_species_names.csv
genus,Cruel,Sanguefreddo,pokeapi:pokemon_species_names.csv
genus,Crystallizing,Cristallo,pokeapi:pokemon_species_names.csv
genus,Curlipede,Rotopede,pokeapi:pokemon_species_names.csv
genus,Cyclone,Turbinio,pokeapi:pokemon_species_names.csv
genus,DNA,DNA,pokeapi:pokemon_species_names.csv
genus,Dancing,Danza,pokeapi:pokemon_species_names.csv
genus,Dark,Buio,pokeapi:pokemon_species_names.csv
genus,Darkness,Oscurità,pokeapi:pokemon_species_names.csv
genus,Daunting,Occhiotruce,pokeapi:pokemon_species_names.csv
genus,Deceiver,Inganno,pokeapi:pokemon_species_names.csv
genus,Deep Black,Nero Ideale,pokeapi:pokemon_species_names.csv
genus,Deep Sea,Abissi,pokeapi:pokemon_species_names.csv
genus,Delivery,Consegna,pokeapi:pokemon_species_names.csv
genus,Desert Croc,Sabbiadrillo,pokeapi:pokemon_species_names.csv
genus,Despot,Tiranno,pokeapi:pokemon_species_names.csv
genus,Destruction,Distruzione,pokeapi:pokemon_species_names.csv
genus,Devious,Furbizia,pokeapi:pokemon_species_names.csv
genus,Diapered,Pannolino,pokeapi:pokemon_species_names.csv
genus,Digging,Scavabuche,pokeapi:pokemon_species_names.csv
genus,Disaster,Catastrofe,pokeapi:pokemon_species_names.csv
genus,Discharge,Scossa,pokeapi:pokemon_species_names.csv
genus,Discipline,Apprendista,pokeapi:pokemon_species_names.csv
genus,Disguise,Fantasmanto,pokeapi:pokemon_species_names.csv
genus,Diving,Immersione,pokeapi:pokemon_species_names.csv
genus,Dog,Cane,pokeapi:pokemon_species_names.csv
genus,Donkey,Ciuconiglio,pokeapi:pokemon_species_names.csv
genus,Dopey,Ronfone,pokeapi:pokemon_species_names.csv
genus,Draft Horse,Fortequino,pokeapi:pokemon_species_names.csv
genus,Dragon,Drago,pokeapi:pokemon_species_names.csv
genus,Dragon Orb,Dracosfera,pokeapi:pokemon_species_names.csv
genus,Drawn Sword,Spadatratta,pokeapi:pokemon_species_names.csv
genus,Dream Eater,Divorasogni,pokeapi:pokemon_species_names.csv
genus,Drill,Trapano,pokeapi:pokemon_species_names.csv
genus,Drowsing,Dormiveglia,pokeapi:pokemon_species_names.csv
genus,Drummer,Percussione,pokeapi:pokemon_species_names.csv
genus,Duck,Papero,pokeapi:pokemon_species_names.csv
genus,Eaglet,Aquilotto,pokeapi:pokemon_species_names.csv
genus,Egg,Uovo,pokeapi:pokemon_species_names.csv
genus,Elder Tree,Alberantico,pokeapi:pokemon_species_names.csv
genus,EleFish,Elettropesce,pokeapi:pokemon_species_names.csv
genus,EleSpider,Elettroragno,pokeapi:pokemon_species_names.csv
genus,EleSquirrel,Elescoiatto,pokeapi:pokemon_species_names.csv
genus,Electric,Elettrico,pokeapi:pokemon_species_names.csv
genus,Electrified,Caricavolt,pokeapi:pokemon_species_names.csv
genus,Electron,Elettrone,pokeapi:pokemon_species_names.csv
genus,Emanation,Emanazione,pokeapi:pokemon_species_names.csv
genus,Ember,Sfavillante,pokeapi:pokemon_species_names.csv
genus,Embrace,Abbraccio,pokeapi:pokemon_species_names.csv
genus,Emotion,Emozione,pokeapi:pokemon_species_names.csv
genus,Emperor,Imperatore,pokeapi:pokemon_species_names.csv
genus,Endurance,Resistenza,pokeapi:pokemon_species_names.csv
genus,Eon,Eone,pokeapi:pokemon_species_names.csv
genus,Eruption,Eruzione,pokeapi:pokemon_species_names.csv
genus,Evolution,Evoluzione,pokeapi:pokemon_species_names.csv
genus,Eyeball,Occhi,pokeapi:pokemon_species_names.csv
genus,Face,Tuttomuso,pokeapi:pokemon_species_names.csv
genus,Fairy,Fata,pokeapi:pokemon_species_names.csv
genus,Fang Scorpion,Scorpidente,pokeapi:pokemon_species_names.csv
genus,Fang Snake,Zannaserpe,pokeapi:pokemon_species_names.csv
genus,Feeling,Sensazione,pokeapi:pokemon_species_names.csv
genus,Fire Cat,Pirofelino,pokeapi:pokemon_species_names.csv
genus,Fire Horse,Cavalfuoco,pokeapi:pokemon_species_names.csv
genus,Fire Mouse,Fuocotopo,pokeapi:pokemon_species_names.csv
genus,Fire Pig,Suinfuoco,pokeapi:pokemon_species_names.csv
genus,Firefly,Lucciola,pokeapi:pokemon_species_names.csv
genus,Fireworks,Pirotecnico,pokeapi:pokemon_species_names.csv
genus,First Bird,Paleouccello,pokeapi:pokemon_species_names.csv
genus,Fish,Pesce,pokeapi:pokemon_species_names.csv
genus,Five Star,Pentastra,pokeapi:pokemon_species_names.csv
genus,Fixation,Fissosguardo,pokeapi:pokemon_species_names.csv
genus,Flailing,Bizzoso,pokeapi:pokemon_species_names.csv
genus,Flame,Fiamma,pokeapi:pokemon_species_names.csv
genus,Flash,Baleno,pokeapi:pokemon_species_names.csv
genus,Float Whale,Megabalena,pokeapi:pokemon_species_names.csv
genus,Floating,Fluttuante,pokeapi:pokemon_species_names.csv
genus,Flower,Fiore,pokeapi:pokemon_species_names.csv
genus,Flowering,Fiorfronzolo,pokeapi:pokemon_species_names.csv
genus,Fly Scorpion,Aliscorpio,pokeapi:pokemon_species_names.csv
genus,Flycatcher,Moschivoro,pokeapi:pokemon_species_names.csv
genus,Forbidden,Proibito,pokeapi:pokemon_species_names.csv
genus,Forest,Foresta,pokeapi:pokemon_species_names.csv
genus,Formation,Schieramento,pokeapi:pokemon_species_names.csv
genus,Formidable,Dignità,pokeapi:pokemon_species_names.csv
genus,Fossil,Fossile,pokeapi:pokemon_species_names.csv
genus,Fox,Volpe,pokeapi:pokemon_species_names.csv
genus,Fragrance,Fragranza,pokeapi:pokemon_species_names.csv
genus,Free Climb,Scalata,pokeapi:pokemon_species_names.csv
genus,Freeze,Gelo,pokeapi:pokemon_species_names.csv
genus,Freezing,Glaciale,pokeapi:pokemon_species_names.csv
genus,Fresh Snow,Nevefresca,pokeapi:pokemon_species_names.csv
genus,Frog,Rana,pokeapi:pokemon_species_names.csv
genus,Frost Moth,Gelofalena,pokeapi:pokemon_species_names.csv
genus,Frost Tree,Albergelo,pokeapi:pokemon_species_names.csv
genus,Fruit,Frutto,pokeapi:pokemon_species_names.csv
genus,Garden,Giardino,pokeapi:pokemon_species_names.csv
genus,Gas,Gas,pokeapi:pokemon_species_names.csv
genus,Gear,Ingranaggio,pokeapi:pokemon_species_names.csv
genus,Generator,Generatore,pokeapi:pokemon_species_names.csv
genus,Genetic,Genetico,pokeapi:pokemon_species_names.csv
genus,Geyser,Spruzzacqua,pokeapi:pokemon_species_names.csv
genus,Gigantic,Gigante,pokeapi:pokemon_species_names.csv
genus,Gleam Eyes,Occhiluce,pokeapi:pokemon_species_names.csv
genus,Gloomdweller,Vivinombra,pokeapi:pokemon_species_names.csv
genus,Glowing,Luminaria,pokeapi:pokemon_species_names.csv
genus,Gnash Teeth,Sfregadenti,pokeapi:pokemon_species_names.csv
genus,Goldfish,Pescerosso,pokeapi:pokemon_species_names.csv
genus,Grass Monkey,Scimperba,pokeapi:pokemon_species_names.csv
genus,Grass Quill,Aliderba,pokeapi:pokemon_species_names.csv
genus,Grass Snake,Serperba,pokeapi:pokemon_species_names.csv
genus,Grassland,Prateria,pokeapi:pokemon_species_names.csv
genus,Gratitude,Gratitudine,pokeapi:pokemon_species_names.csv
genus,Greedy,Ingordigia,pokeapi:pokemon_species_names.csv
genus,Gripper,Pinza,pokeapi:pokemon_species_names.csv
genus,Grove,Boschetto,pokeapi:pokemon_species_names.csv
genus,Grudge,Rancore,pokeapi:pokemon_species_names.csv
genus,Gulp,Inghiottone,pokeapi:pokemon_species_names.csv
genus,Guts,Coraggio,pokeapi:pokemon_species_names.csv
genus,Hairy Bug,Millepiedi,pokeapi:pokemon_species_names.csv
genus,Handstand,Verticale,pokeapi:pokemon_species_names.csv
genus,Happiness,Felicità,pokeapi:pokemon_species_names.csv
genus,Hard Scale,Blindato,pokeapi:pokemon_species_names.csv
genus,Hard Shell,Guscioduro,pokeapi:pokemon_species_names.csv
genus,Head Butt,Cranioso,pokeapi:pokemon_species_names.csv
genus,Hearing,Ascolto,pokeapi:pokemon_species_names.csv
genus,Heavyweight,Grandepeso,pokeapi:pokemon_species_names.csv
genus,Heel,Colpibassi,pokeapi:pokemon_species_names.csv
genus,Herb,Erbe,pokeapi:pokemon_species_names.csv
genus,Hermit Crab,Paguro,pokeapi:pokemon_species_names.csv
genus,Hex Nut,Bullone,pokeapi:pokemon_species_names.csv
genus,Hibernator,Letargo,pokeapi:pokemon_species_names.csv
genus,High Temp,Testacalda,pokeapi:pokemon_species_names.csv
genus,Hippo,Ippo,pokeapi:pokemon_species_names.csv
genus,Hoodlum,Furfante,pokeapi:pokemon_species_names.csv
genus,Hostile,Irruenza,pokeapi:pokemon_species_names.csv
genus,Howitzer,Acqualancio,pokeapi:pokemon_species_names.csv
genus,Human Shape,Umanoide,pokeapi:pokemon_species_names.csv
genus,Humming,Canterino,pokeapi:pokemon_species_names.csv
genus,Hypnosis,Ipnosi,pokeapi:pokemon_species_names.csv
genus,Ice Break,Spaccagelo,pokeapi:pokemon_species_names.csv
genus,Ice Chunk,Ghiacciolo,pokeapi:pokemon_species_names.csv
genus,Iceberg,Iceberg,pokeapi:pokemon_species_names.csv
genus,Icy Snow,Geloneve,pokeapi:pokemon_species_names.csv
genus,Illuminating,Luminescenza,pokeapi:pokemon_species_names.csv
genus,Illusion Fox,Mutevolpe,pokeapi:pokemon_species_names.csv
genus,Imitation,Imitazione,pokeapi:pokemon_species_names.csv
genus,Insect,Insetto,pokeapi:pokemon_species_names.csv
genus,Intertwining,Legame,pokeapi:pokemon_species_names.csv
genus,Intimidation,Minaccia,pokeapi:pokemon_species_names.csv
genus,Irate,Impeto,pokeapi:pokemon_species_names.csv
genus,Iron,Ferro,pokeapi:pokemon_species_names.csv
genus,Iron Ant,Ferformica,pokeapi:pokemon_species_names.csv
genus,Iron Armor,Corazza,pokeapi:pokemon_species_names.csv
genus,Iron Ball,Ferrosfera,pokeapi:pokemon_species_names.csv
genus,Iron Claw,Ferrunghia,pokeapi:pokemon_species_names.csv
genus,Iron Leg,Ferrarto,pokeapi:pokemon_species_names.csv
genus,Iron Snake,Ferroserpe,pokeapi:pokemon_species_names.csv
genus,Iron Will,Metalcuore,pokeapi:pokemon_species_names.csv
genus,Jellyfish,Medusa,pokeapi:pokemon_species_names.csv
genus,Jet,Jet,pokeapi:pokemon_species_names.csv
genus,Jewel,Gemma,pokeapi:pokemon_species_names.csv
genus,Jolly,Giocoso,pokeapi:pokemon_species_names.csv
genus,Jubilee,Festa,pokeapi:pokemon_species_names.csv
genus,Judo,Judo,pokeapi:pokemon_species_names.csv
genus,Jujitsu,Jujitsu,pokeapi:pokemon_species_names.csv
genus,Junkivore,Divoratutto,pokeapi:pokemon_species_names.csv
genus,Karate,Karate,pokeapi:pokemon_species_names.csv
genus,Key Ring,Portachiavi,pokeapi:pokemon_species_names.csv
genus,Kicking,Tiracalci,pokeapi:pokemon_species_names.csv
genus,King,Re,pokeapi:pokemon_species_names.csv
genus,Kiss,Bacio,pokeapi:pokemon_species_names.csv
genus,Kite,Aquilone,pokeapi:pokemon_species_names.csv
genus,Kitten,Micio,pokeapi:pokemon_species_names.csv
genus,Knowledge,Sapienza,pokeapi:pokemon_species_names.csv
genus,Lamp,Lanterna,pokeapi:pokemon_species_names.csv
genus,Land Shark,Squaloterra,pokeapi:pokemon_species_names.csv
genus,Land Snake,Terraserpe,pokeapi:pokemon_species_names.csv
genus,Land Spirit,Nume Locale,pokeapi:pokemon_species_names.csv
genus,Larva,Coleolarva,pokeapi:pokemon_species_names.csv
genus,Launch,Decollo,pokeapi:pokemon_species_names.csv
genus,Lava,Lava,pokeapi:pokemon_species_names.csv
genus,Lava Dome,Cratere,pokeapi:pokemon_species_names.csv
genus,Lazy,Pigrizia,pokeapi:pokemon_species_names.csv
genus,Leaf,Foglia,pokeapi:pokemon_species_names.csv
genus,Leaf-Wrapped,Coprifoglia,pokeapi:pokemon_species_names.csv
genus,Legendary,Leggenda,pokeapi:pokemon_species_names.csv
genus,Licking,Linguaccia,pokeapi:pokemon_species_names.csv
genus,Life,Creazione,pokeapi:pokemon_species_names.csv
genus,Light,Luce,pokeapi:pokemon_species_names.csv
genus,Lightning,Luminoso,pokeapi:pokemon_species_names.csv
genus,Lingering,Risentimento,pokeapi:pokemon_species_names.csv
genus,Lion Cub,Leoncino,pokeapi:pokemon_species_names.csv
genus,Lissome,Leggiadria,pokeapi:pokemon_species_names.csv
genus,Little Bear,Orsetto,pokeapi:pokemon_species_names.csv
genus,Live Coal,Carbonvivo,pokeapi:pokemon_species_names.csv
genus,Lizard,Lucertola,pokeapi:pokemon_species_names.csv
genus,Loitering,Pattuglia,pokeapi:pokemon_species_names.csv
genus,Lonely,Solitario,pokeapi:pokemon_species_names.csv
genus,Long Body,Lungocorpo,pokeapi:pokemon_species_names.csv
genus,Long Leg,Lungazampa,pokeapi:pokemon_species_names.csv
genus,Long Neck,Lungocollo,pokeapi:pokemon_species_names.csv
genus,Long Nose,Nasone,pokeapi:pokemon_species_names.csv
genus,Long Tail,Lungacoda,pokeapi:pokemon_species_names.csv
genus,Longevity,Longevità,pokeapi:pokemon_species_names.csv
genus,Lookout,Sentinella,pokeapi:pokemon_species_names.csv
genus,Loud Noise,Fragore,pokeapi:pokemon_species_names.csv
genus,Love-Hate,Amoreodio,pokeapi:pokemon_species_names.csv
genus,Loyal Dog,Fedeltà,pokeapi:pokemon_species_names.csv
genus,Lunar,Falcato,pokeapi:pokemon_species_names.csv
genus,Luring,Attiranime,pokeapi:pokemon_species_names.csv
genus,Mach,Mach,pokeapi:pokemon_species_names.csv
genus,Magical,Stregone,pokeapi:pokemon_species_names.csv
genus,Magnet,Calamita,pokeapi:pokemon_species_names.csv
genus,Magnet Area,Magnetico,pokeapi:pokemon_species_names.csv
genus,Manipulate,Raggiro,pokeapi:pokemon_species_names.csv
genus,Mantis,Mantide,pokeapi:pokemon_species_names.csv
genus,Mantle,Placca,pokeapi:pokemon_species_names.csv
genus,Marionette,Marionetta,pokeapi:pokemon_species_names.csv
genus,Martial Arts,Marziale,pokeapi:pokemon_species_names.csv
genus,Meditate,Meditazione,pokeapi:pokemon_species_names.csv
genus,Mega Fire Pig,Suincendio,pokeapi:pokemon_species_names.csv
genus,Megapede,Megapede,pokeapi:pokemon_species_names.csv
genus,Megaton,Megatone,pokeapi:pokemon_species_names.csv
genus,Melody,Melodia,pokeapi:pokemon_species_names.csv
genus,Meringue,Panna,pokeapi:pokemon_species_names.csv
genus,Meteor,Meteora,pokeapi:pokemon_species_names.csv
genus,Meteorite,Meteorite,pokeapi:pokemon_species_names.csv
genus,Milk Cow,Bovino,pokeapi:pokemon_species_names.csv
genus,Mime,Mimo,pokeapi:pokemon_species_names.csv
genus,Mischief,Birba,pokeapi:pokemon_species_names.csv
genus,Mitosis,Scissione,pokeapi:pokemon_species_names.csv
genus,Mock Kelp,Similalga,pokeapi:pokemon_species_names.csv
genus,Mold,Muffa,pokeapi:pokemon_species_names.csv
genus,Mole,Talpa,pokeapi:pokemon_species_names.csv
genus,Moone,Lunare,pokeapi:pokemon_species_names.csv
genus,Moonlight,Lucelunare,pokeapi:pokemon_species_names.csv
genus,Moth,Falena,pokeapi:pokemon_species_names.csv
genus,Mount,Cavalcatura,pokeapi:pokemon_species_names.csv
genus,Mouse,Topo,pokeapi:pokemon_species_names.csv
genus,Mud Fish,Fango Pesce,pokeapi:pokemon_species_names.csv
genus,Multiplying,Espansione,pokeapi:pokemon_species_names.csv
genus,Muscular,Forzaimmane,pokeapi:pokemon_species_names.csv
genus,Mushroom,Fungo,pokeapi:pokemon_species_names.csv
genus,Music Note,Musicale,pokeapi:pokemon_species_names.csv
genus,Mysterious,Misterioso,pokeapi:pokemon_species_names.csv
genus,Mystic,Magico,pokeapi:pokemon_species_names.csv
genus,Nebula,Nebulosa,pokeapi:pokemon_species_names.csv
genus,Neon,Neon,pokeapi:pokemon_species_names.csv
genus,New Species,Novaspecie,pokeapi:pokemon_species_names.csv
genus,Ninja,Ninja,pokeapi:pokemon_species_names.csv
genus,Numb,Torpore,pokeapi:pokemon_species_names.csv
genus,Nurturing,Balia,pokeapi:pokemon_species_names.csv
genus,Ogre Darner,Libellorco,pokeapi:pokemon_species_names.csv
genus,Ogre Scorpion,Scorpiaccio,pokeapi:pokemon_species_names.csv
genus,Old Shrimp,Primaceo,pokeapi:pokemon_species_names.csv
genus,Order,Equilibrio,pokeapi:pokemon_species_names.csv
